cluster,scalar,offset,lon,lat,type,country,hub_height_m,rotor_diameter_m,elevation,slope,aspect,roughness,curvature,distance_to_coast_km,nearby_mean_correction,nearby_correction_variance,turbine_density,era5_elevation_error,era5_roughness,subgrid_terrain_variance,latitude,longitude,abs_latitude,coastal_latitude
10.0,0.687619944907219,1.1083556854510812,10.272727272727273,54.5,onshore,DK,45.844742693773824,50.13722998729352,58.85705015307697,0.3414103771096906,124.96959026680697,61.70767255750543,-6.492838323349099e-07,4.871943720427127,0.7963606301654239,0.1340216799029943,19,-48.81618144090207,0.19475741684436798,61.79741972022949,54.5,10.272727272727273,54.5,54.5
11.0,0.6303240594325997,1.3562306995442406,10.5,54.5,onshore,DK,45.844742693773824,50.13722998729352,28.760627491316242,0.13721215674109352,54.6677163238488,49.525538535227376,2.565694863352343e-07,7.501380819014555,0.8224119241522585,0.13058375661482502,19,-22.63212309315275,0.04815847799181938,46.57340467738505,54.5,10.5,54.5,54.5
12.0,0.5982211430221454,1.4920935001731113,10.727272727272727,54.5,onshore,DK,45.844742693773824,50.13722998729352,79.85166981691789,0.21289754754485138,247.75691740280251,59.89583685431239,-1.09982478112322e-06,12.79418854835485,0.8095768355276179,0.13328644667230638,17,-74.0565648212007,0.0001066438271664083,63.23035034785675,54.5,10.727272727272727,54.5,54.5
13.0,0.7051159759835249,1.036363913038833,10.954545454545455,54.5,onshore,DK,45.844742693773824,50.13722998729352,-24.497663788483855,0.3937350364083802,204.32927250999757,42.13285069655608,-2.2818426427083455e-07,4.3009633003041134,0.8166418102793377,0.13361887619807805,14,31.61640822784388,0.0001034251763485372,46.8630651172471,54.5,10.954545454545455,54.5,54.5
14.0,0.8890713553994687,0.3648154772253935,11.181818181818182,54.5,onshore,DK,45.844742693773824,50.13722998729352,-15.132739497282536,0.20675917437167357,4.214553581180695,44.24632629853134,-6.670975408417155e-07,1.4365134069339416,0.8130049907533159,0.13474830762095225,14,14.225202025898323,0.0001186839654110372,45.73025294520038,54.5,11.181818181818182,54.5,54.5
15.0,0.7321065702126794,0.8896044324150761,11.40909090909091,54.5,onshore,DK,45.844742693773824,50.13722998729352,-73.61005588217444,0.39218026118530636,150.93855975824735,48.42187175107061,9.437359277328105e-07,9.171925659723064,0.808031573066107,0.14776354459263027,14,74.36792211643893,0.0001072398736141622,38.05772125472937,54.5,11.40909090909091,54.5,54.5
16.0,1.0128247131337869,-0.0475454069250804,11.636363636363637,54.5,onshore,DK,45.844742693773824,50.13722998729352,0.10199730866229828,0.16714851536508094,219.27491216639834,39.21330124081522,-9.251172204002239e-07,11.577547190973142,0.770146297530483,0.13280612621544413,14,1.1713036051308932,0.08266670256853104,60.89289755545021,54.5,11.636363636363637,54.5,54.5
17.0,0.7567664168992165,0.5850414903225237,11.863636363636363,54.5,onshore,DK,45.844742693773824,50.13722998729352,113.67250325654956,0.11563195806064618,205.87285890466177,55.89710979279493,-2.6460787435879684e-06,7.580722045518618,0.7793880784298274,0.15573330070291966,15,-112.39920234275637,0.08266670256853104,60.89289755545021,54.5,11.863636363636363,54.5,54.5
18.0,0.5633955811098419,1.499408985546456,12.09090909090909,54.5,onshore,DK,45.844742693773824,50.13722998729352,15.03846239379503,0.19933490215174374,289.89616362931577,39.33791264896364,1.0758038997948174e-07,10.050492250443762,0.7742250873896843,0.1384045653417481,15,-14.57814616386432,9.889522334560752e-05,57.324489277894834,54.5,12.09090909090909,54.5,54.5
19.0,0.5672362228437341,1.5412595855833924,12.318181818181818,54.5,onshore,DK,45.844742693773824,50.13722998729352,-20.88980779955518,0.2612663116120649,355.4746943761365,21.170011624909417,2.5990869701004575e-07,11.244093634212422,0.7906158718044297,0.13378225854751313,17,21.786690033167066,0.03020007535815239,22.854141447021096,54.5,12.318181818181818,54.5,54.5
20.0,0.7241145992358236,1.0039187445846445,12.545454545454545,54.5,onshore,DK,45.844742693773824,50.13722998729352,6.114872975419665,0.2151489226777916,192.90223596361284,24.74096737537629,-1.3746156439943434e-07,1.1800704523492433,0.751670445126848,0.12952337521526985,15,-4.681046423411589,0.12951000034809113,27.687617423535652,54.5,12.545454545454545,54.5,54.5
21.0,0.7496104450014651,0.8617754709604214,12.772727272727273,54.5,onshore,DK,45.844742693773824,50.13722998729352,-85.78701246661069,0.42639061997829286,164.9244163833165,46.37853346336385,3.1797808629213503e-07,3.4541367865503605,0.7892546240099872,0.1417886674269628,17,86.88385467636121,0.12947316467761993,47.995280762613035,54.5,12.772727272727273,54.5,54.5
22.0,0.8055942152990196,0.6811060560725829,13.0,54.5,onshore,DK,45.844742693773824,50.13722998729352,-48.048348807932214,0.31811594516829994,138.8860374781072,31.98699058847832,-3.479118644626602e-07,4.476930233247471,0.8096365432316797,0.12289347823001293,17,50.115514726594554,0.15117676556110382,35.17543713387087,54.5,13.0,54.5,54.5
23.0,0.7127842867203846,1.016727502410154,13.227272727272727,54.5,onshore,DK,45.844742693773824,50.13722998729352,-78.59820793728159,0.2465528894240371,40.48868851574405,32.77114874895165,1.4359630765311983e-07,0.010402755527276196,0.8295923706193455,0.10474222891400328,16,82.8553737539723,0.09096426516771317,31.070734195347995,54.5,13.227272727272727,54.5,54.5
24.0,0.9157369877388868,0.275215897450376,13.454545454545453,54.5,onshore,DK,45.844742693773824,50.13722998729352,51.75233461356416,0.11267834053615183,113.7163314240243,54.6065345643476,-1.4324306813054255e-06,0.860388803524947,0.8068625604542823,0.13412773266676953,15,-45.35973964930521,0.00011117378016933799,48.05037504956744,54.5,13.454545454545453,54.5,54.5
25.0,0.6495672375244037,1.2284892083149002,13.681818181818182,54.5,onshore,DK,45.844742693773824,50.13722998729352,-15.31589602525191,0.41129943692143145,43.43499553605212,39.145029142068275,-2.2619968202299042e-07,2.34594484499915,0.8254490797623705,0.12227865867870057,14,21.73557720141808,0.00011582294246181846,38.67496322115154,54.5,13.681818181818182,54.5,54.5
26.0,0.8487140369547278,0.5322282975422086,13.90909090909091,54.5,onshore,DK,45.844742693773824,50.13722998729352,-78.97378430974453,0.31980635820920705,200.94786486547372,21.11084958915293,3.837235750768641e-07,15.077194081693786,0.7652483654434853,0.1343408970294616,12,81.01227070991686,0.000134061963763088,16.76588347559354,54.5,13.90909090909091,54.5,54.5
27.0,1.0208036935743183,-0.070189150397627,14.136363636363637,54.5,onshore,DK,45.844742693773824,50.13722998729352,-100.0,0.06755988187563804,90.0,25.24022107188011,5.310238783541143e-07,28.70132304717927,0.7350382313394135,0.10513123112399478,11,101.70150205791478,0.00014491000911220908,31.22115411417629,54.5,14.136363636363637,54.5,54.5
28.0,0.6650249545434631,1.1533886374935478,14.363636363636363,54.5,onshore,DK,45.844742693773824,50.13722998729352,-100.0,0.11247023344572923,270.0,28.916165478857724,7.651420717107671e-07,39.814361698523456,0.7907907484156239,0.13116555233453708,13,101.70150205791478,0.00014491000911220908,31.22115411417629,54.5,14.363636363636363,54.5,54.5
29.0,0.6091121501385042,1.39448793782228,14.59090909090909,54.5,onshore,DK,45.844742693773824,50.13722998729352,-24.966490140556843,0.17116102834098437,15.94089659119372,28.942271531163016,-9.277131547355514e-07,35.67842244424442,0.8533500849123599,0.10192977943872565,14,24.722963187545368,0.00013811507960781455,29.41705854332862,54.5,14.59090909090909,54.5,54.5
30.0,0.7937404320806725,0.724103959965078,14.818181818181818,54.5,onshore,DK,45.844742693773824,50.13722998729352,-56.95623130037772,0.2096732214611748,263.267372298378,29.641944512588708,2.2803392425485327e-08,32.515961327644575,0.8444505831745678,0.11426070626219426,16,57.13254063192825,0.0001263133599422872,28.46296666212708,54.5,14.818181818181818,54.5,54.5
31.0,0.8609770498677713,0.4580879095444479,15.045454545454545,54.5,onshore,DK,45.844742693773824,50.13722998729352,-68.81076684764136,0.18887195543373034,124.29542984829678,29.893888030394415,-1.4882081304389305e-07,29.26668861063412,0.8253418167898834,0.11065528453951573,15,69.88649774517008,0.00011701503535732627,24.715332081862453,54.5,15.045454545454545,54.5,54.5
32.0,0.8491364758443245,0.5364864342835745,15.272727272727273,54.5,onshore,DK,45.844742693773824,50.13722998729352,-68.81076684764136,0.18887195543373034,124.29542984829678,29.893888030394415,-1.4882081304389305e-07,25.702009403445768,0.8445802602524962,0.10662101498189074,13,69.34238354715139,9.937206050381064e-05,0.0,54.5,15.272727272727273,54.5,54.5
33.0,0.8517733429375388,0.5217372488448173,15.5,54.5,onshore,DK,45.844742693773824,50.13722998729352,-68.81076684764136,0.18887195543373034,124.29542984829678,29.893888030394415,-1.4882081304389305e-07,23.17073003637565,0.855788272197007,0.08470634326965011,11,69.18464619545637,9.055057307705283e-05,0.0,54.5,15.5,54.5,54.5
34.0,0.636785363095959,1.2618726973026897,8.0,54.75,onshore,DK,45.844742693773824,50.13722998729352,71.59566208627203,0.15142559799088676,70.623428150824,30.756657319596403,5.663060212130632e-07,19.88576120416519,0.8687799793549662,0.11051141972394152,13,-69.8686671230328,2.939620753750205e-05,28.97029700331511,54.75,8.0,54.75,54.75
35.0,0.9778144941017975,0.0777212016879491,8.227272727272727,54.75,onshore,DK,45.844742693773824,50.13722998729352,121.20476671382424,0.1450198240724845,66.25540199028298,53.41988090787685,-1.097149722032624e-06,3.6475357169931724,0.8465144629193768,0.11058334967573027,21,-120.74564546383061,2.856174251064658e-05,49.18210020272086,54.75,8.227272727272727,54.75,54.75
36.0,0.7018468463791055,1.0473524151787377,8.454545454545455,54.75,onshore,DK,45.844742693773824,50.13722998729352,74.9378977508,0.3203710048826718,190.11060680437942,34.78329138995339,-1.2017189208899503e-07,0.1797941783808161,0.8576611253723516,0.10546167356150427,25,-74.50785434594208,0.09486252814531326,33.42445527541812,54.75,8.454545454545455,54.75,54.75
37.0,0.7176388431820889,1.0331867956474423,8.681818181818182,54.75,onshore,DK,45.844742693773824,50.13722998729352,64.57183476428489,0.2266207011586016,101.38695098798546,36.606240637567446,-6.349722069697467e-07,0.6385964449565497,0.8420651332799894,0.12820178280163622,26,-59.69088942043658,0.31209951639175415,43.544371470400016,54.75,8.681818181818182,54.75,54.75
38.0,0.9185434360334094,0.2980583894555457,8.909090909090908,54.75,onshore,DK,45.844742693773824,50.13722998729352,3.418450205988009,0.37441646985198007,208.24077931625942,46.92775793696824,6.706972156140491e-07,8.484454380854805,0.8249974666984516,0.13452948504148868,25,6.749086379517745,0.48005861043930054,44.881722924479234,54.75,8.909090909090908,54.75,54.75
39.0,0.9473254784885072,0.1887944772029303,9.136363636363637,54.75,onshore,DK,45.844742693773824,50.13722998729352,37.85226380399638,0.3767117884929506,354.8877910664636,43.53738011048569,-8.03990821504491e-08,19.10626166305826,0.787049558959036,0.12437483086638253,25,-17.6863300849129,0.6801239848136902,32.38904200924842,54.75,9.136363636363637,54.75,54.75
40.0,0.6247035963980603,1.405215414725167,9.363636363636363,54.75,onshore,DK,45.844742693773824,50.13722998729352,31.305322245471512,0.07923903216080291,259.0832430549104,36.8618893271205,-9.973451145985219e-07,6.762972911576689,0.8124079162701988,0.12057661827456263,24,-11.139388526388032,0.6801239848136902,32.38904200924842,54.75,9.363636363636363,54.75,54.75
41.0,0.836337215712955,0.6107018640387312,9.59090909090909,54.75,onshore,DK,45.844742693773824,50.13722998729352,-46.375271806554586,0.27807499393818835,262.32198320241946,55.82958010221752,2.017970834585903e-06,5.50020400487107,0.7882108575563492,0.13488320776400306,23,67.42310071920569,0.5763826966285706,46.05630665986193,54.75,9.59090909090909,54.75,54.75
42.0,0.6530054790678662,1.3506209471549848,9.818181818181818,54.75,onshore,DK,45.844742693773824,50.13722998729352,109.10549996687912,0.545678831505727,98.37333692589526,52.38394655162338,-1.5907696365786764e-06,0.6251646623210073,0.8013201665849798,0.12004487729930531,25,-92.65555552547966,0.44553643465042114,63.27447663774599,54.75,9.818181818181818,54.75,54.75
43.0,0.9111994382096948,0.3150697751473306,10.045454545454545,54.75,onshore,DK,45.844742693773824,50.13722998729352,39.337612143670086,0.1813024494908041,146.60074893311022,27.76551406616589,-1.4373659258401777e-07,3.990671029987119,0.7740972925043852,0.12462887646245885,23,-31.024684420517936,0.25322169065475464,29.195810638491807,54.75,10.045454545454545,54.75,54.75
44.0,0.6278312455803269,1.2724556702604355,10.272727272727273,54.75,onshore,DK,45.844742693773824,50.13722998729352,31.88994311518065,0.2618525005061416,204.54696297756408,39.22042068084194,-3.8031426777710235e-07,9.11648371868253,0.7971888851826666,0.1277359543845388,24,-31.822775284550413,0.04302627965807915,39.23301007921622,54.75,10.272727272727273,54.75,54.75
45.0,0.8517935262934226,0.5153640543951419,10.5,54.75,onshore,DK,45.844742693773824,50.13722998729352,-31.051271077402898,0.11712738970865537,230.69475213453202,49.814344876800064,4.6332160922429116e-07,7.057667672659031,0.7819150061922664,0.13219309940825694,24,30.159666671846466,8.37556435726583e-05,50.20299814027759,54.75,10.5,54.75,54.75
46.0,0.6109782092074694,1.4049799056316044,10.727272727272727,54.75,onshore,DK,45.844742693773824,50.13722998729352,-49.34060440839562,0.5290049520732908,349.6720880317175,57.10694839107544,8.752367975130985e-07,0.6672354050868469,0.8130411758411493,0.12370139812869466,23,50.70950371715549,0.00012011447688564658,44.296632544811864,54.75,10.727272727272727,54.75,54.75
47.0,0.9549748350674568,0.1632927567365556,10.954545454545455,54.75,onshore,DK,45.844742693773824,50.13722998729352,-17.604221590229837,0.28374343871771673,109.1575148283259,37.224439454934675,-3.8616449779501217e-07,4.117886652920582,0.8055507905855457,0.12972455144852493,24,21.02609643089918,0.00011510768672451377,41.24371945038201,54.75,10.954545454545455,54.75,54.75
48.0,0.8367210095990254,0.5576973146619609,11.181818181818182,54.75,onshore,DK,45.844742693773824,50.13722998729352,-100.0,0.15237693702625016,156.5507083425359,24.57347734832647,1.1054960753446034e-06,1.2061880289814844,0.8291338964253879,0.13819760262161895,25,101.03231329314802,0.00012023368617519736,22.547322879826208,54.75,11.181818181818182,54.75,54.75
49.0,0.9165169154549369,0.2944060409365844,11.40909090909091,54.75,onshore,DK,45.844742693773824,50.13722998729352,-62.208128158890005,0.08223458990051587,179.94363634829506,29.314782813554288,2.0083411788640218e-07,7.2266853625099925,0.8151214934319323,0.12297122681375958,22,65.85505755437674,0.04943413659930229,33.45757513595256,54.75,11.40909090909091,54.75,54.75
50.0,0.934229019865774,0.2313316263167708,11.636363636363637,54.75,onshore,DK,45.844742693773824,50.13722998729352,-2.15736188258251,0.08277780832931314,220.28319175514358,40.12032573814769,-7.177058457258329e-07,5.29038231860552,0.7880133533082035,0.1539732988732422,21,6.240857281750422,0.14029212296009064,24.432130304307428,54.75,11.636363636363637,54.75,54.75
51.0,0.529226234057085,1.6786490212181375,11.863636363636363,54.75,onshore,DK,45.844742693773824,50.13722998729352,-100.0,0.06121668692587434,32.269034828970966,22.93009472224801,6.172554846925628e-07,0.5849664794388129,0.7939169382214913,0.1431870508058521,23,104.08349539916792,0.14029212296009064,24.432130304307428,54.75,11.863636363636363,54.75,54.75
52.0,0.7362840406682386,0.9175518530140512,12.09090909090909,54.75,onshore,DK,45.844742693773824,50.13722998729352,-96.51858142119865,0.09469920927566947,314.0543280715266,26.822816429521666,4.0678083984249583e-07,3.027988975016706,0.7974540125475055,0.14908767343727278,25,99.22745156607483,0.01908845826983452,27.402803619431495,54.75,12.09090909090909,54.75,54.75
53.0,0.5555999402060141,1.4942319544605596,12.318181818181818,54.75,onshore,DK,45.844742693773824,50.13722998729352,-93.67863799798457,0.06566954222436436,100.75318905690858,21.591517107267222,3.8423983790368934e-07,12.121200994580894,0.7787871960054593,0.13677002666813212,24,95.88203162947443,0.0001155845238827169,19.428012298352304,54.75,12.318181818181818,54.75,54.75
54.0,0.7851621244614194,0.6462952064005973,12.545454545454545,54.75,onshore,DK,45.844742693773824,50.13722998729352,-57.35424007547747,0.359914777840298,338.0627856584622,36.14951738362259,5.936501134585378e-08,14.28277612108801,0.768908247929223,0.1453540804594043,24,59.173646820517824,0.00013370433589443564,32.054049216951555,54.75,12.545454545454545,54.75,54.75
55.0,0.9211152471323312,0.278867832788704,12.772727272727273,54.75,onshore,DK,45.844742693773824,50.13722998729352,-100.0,0.4101215854129093,219.26187565082415,37.26300766175381,1.154629400314651e-06,21.34291596412675,0.7862406358120064,0.12024019062324331,24,101.48401570936558,0.00014240661403164268,36.52873329437092,54.75,12.772727272727273,54.75,54.75
56.0,0.5670840373088821,1.5462882509697813,13.0,54.75,onshore,DK,45.844742693773824,50.13722998729352,-57.352060027385455,0.19123876217223576,90.0,52.95142387633833,-3.769582425189671e-07,13.116234904843008,0.821747795961178,0.10686873423598756,24,57.58094847616766,0.000137876661028713,49.52550919013355,54.75,13.0,54.75,54.75
57.0,0.981715840579756,0.0656752287425009,13.227272727272727,54.75,onshore,DK,45.844742693773824,50.13722998729352,-100.0,0.46773951458478835,346.5978001503653,41.409340700328954,8.354322718706489e-07,6.365348555759392,0.7917727274441613,0.12104447890612345,23,100.05043811151107,0.00014181056758388877,36.39786734397633,54.75,13.227272727272727,54.75,54.75
58.0,0.8719046808577786,0.4835254053701998,13.454545454545453,54.75,onshore,DK,45.844742693773824,50.13722998729352,-44.05700572512937,0.3259816327336851,159.2296197879877,39.09697108828933,3.0633198863771044e-07,4.974402885549633,0.8041235885617277,0.13051956113797586,23,46.57746736659205,0.00016183772822842002,31.530812692657623,54.75,13.454545454545453,54.75,54.75
59.0,0.8180160131193575,0.645931392490514,13.681818181818182,54.75,onshore,DK,45.844742693773824,50.13722998729352,-52.71957899206504,0.2827837424242963,270.0,37.416816763349466,1.049897210207809e-07,12.124462142158979,0.8143584345349059,0.1373060394320707,23,55.267126845434944,0.0001663676812313497,36.94656246109677,54.75,13.681818181818182,54.75,54.75
60.0,0.5432182343815883,1.6801246235523442,13.90909090909091,54.75,onshore,DK,45.844742693773824,50.13722998729352,-67.85822987625951,0.018689966428847564,90.0,24.489504161799655,3.8325944055280275e-07,21.54017392649536,0.8145656691953078,0.15055083722331883,20,69.197653013238,0.00015766540309414268,28.581772921978406,54.75,13.90909090909091,54.75,54.75
61.0,0.7341653898227605,0.9303075161161232,14.136363636363637,54.75,onshore,DK,45.844742693773824,50.13722998729352,-6.284451713638475,0.035536456827218024,90.0,28.78894614285244,-8.689972268721258e-07,35.8238159338868,0.7795433244506061,0.16217587695084074,19,8.129351364003279,0.00014455238124355674,25.897392355684598,54.75,14.136363636363637,54.75,54.75
62.0,0.7607256203833987,0.9049882840998096,14.363636363636363,54.75,onshore,DK,45.844742693773824,50.13722998729352,-86.14992891195575,0.34758152785460256,192.78149674944555,21.575942713934687,-1.263063766079252e-07,34.03106842092289,0.8153028831187915,0.15509492013525683,22,87.99482856232056,0.00014455238124355674,25.897392355684598,54.75,14.363636363636363,54.75,54.75
63.0,0.7473994880457852,0.8643386149401824,14.59090909090909,54.75,onshore,DK,45.844742693773824,50.13722998729352,-83.74358103819709,0.19930771988518806,343.5026093622464,17.432062673251572,4.732763636692505e-07,25.27667979870647,0.7979252659247096,0.15731789288215198,22,82.15689663590375,0.00013132015010342002,12.6533946227268,54.75,14.59090909090909,54.75,54.75
64.0,0.9541233718836556,0.1469978622082588,14.818181818181818,54.75,onshore,DK,45.844742693773824,50.13722998729352,-27.754478394777777,0.23055536832246615,119.13599018545217,29.078493798364615,-1.1927683062976525e-06,20.39470047104823,0.7938500281628219,0.13652051291622383,23,26.581655377361024,0.00011951843043789268,29.818604521922566,54.75,14.818181818181818,54.75,54.75
65.0,0.944538871924838,0.1959583435516067,15.045454545454545,54.75,onshore,DK,45.844742693773824,50.13722998729352,-82.43373707395205,0.5150636044829492,197.63407180196384,29.002276756040448,-1.0285046820585776e-06,17.399727068010808,0.8281906694100573,0.09426586311931828,22,83.94523732187055,0.00010592857142910361,25.426257639573723,54.75,15.045454545454545,54.75,54.75
66.0,0.71016300846253,0.9635240031096796,15.272727272727273,54.75,onshore,DK,45.844742693773824,50.13722998729352,-82.43373707395205,0.5150636044829492,197.63407180196384,29.002276756040448,-1.0285046820585776e-06,22.25337517762955,0.8539427684439801,0.08238291212579586,19,81.34615595871392,9.758392116054893e-05,0.0,54.75,15.272727272727273,54.75,54.75
67.0,0.7176838527999837,0.9935517953819952,15.5,54.75,onshore,DK,45.844742693773824,50.13722998729352,-82.43373707395205,0.5150636044829492,197.63407180196384,29.002276756040448,-1.0285046820585776e-06,33.68139030008253,0.8655256911451824,0.08892662047890253,14,81.21152155246918,8.94776894710958e-05,0.0,54.75,15.5,54.75,54.75
68.0,0.782443857825867,0.7583233719679469,8.0,55.0,onshore,DK,45.844742693773824,50.13722998729352,74.68489775065817,0.589134050748976,1.8218606715241918,56.82257235545432,-6.614574703306446e-08,22.065942014317397,0.8346662177906846,0.15068246830798157,14,-72.80255539559808,3.380695125088096e-05,46.668766341154864,55.0,8.0,55.0,55.0
69.0,0.9421315556396476,0.2001120283464087,8.227272727272727,55.0,onshore,DK,45.844742693773824,50.13722998729352,103.96457121682644,0.4152178760780761,189.56230136099143,57.441101225787854,-6.037603382054137e-07,7.596811638215729,0.8270423445972978,0.13684049317024696,18,-104.6665721390323,3.499904414638877e-05,40.22931687334694,55.0,8.227272727272727,55.0,55.0
70.0,0.9723375962303802,0.0908405382882285,8.454545454545455,55.0,onshore,DK,45.844742693773824,50.13722998729352,58.19082796932617,0.19659014573024186,76.68594398897204,34.64417710194223,-1.1086287130863734e-06,2.614207877005688,0.8431330972539433,0.1372848839486434,21,-59.22383833410415,0.09428293257951736,32.985107503636726,55.0,8.454545454545455,55.0,55.0
71.0,0.7828403067096403,0.780814277186202,8.681818181818182,55.0,onshore,DK,45.844742693773824,50.13722998729352,-17.264963756741615,0.6549057500421827,177.0365277481685,49.99661046643271,1.0053932337668103e-06,1.9655863687288329,0.8629324354734351,0.12579463520004414,25,24.52073256222055,0.4712684750556946,53.48397098294188,55.0,8.681818181818182,55.0,55.0
72.0,0.8174986819244493,0.5225160289124792,8.909090909090908,55.0,onshore,DK,45.844742693773824,50.13722998729352,39.34801484422505,0.49991889064743517,14.198198571984818,57.237193274319694,-1.0401033752502468e-06,17.172474847638846,0.8395123991741001,0.12368952452093501,26,-23.885920484147956,0.6755706667900085,39.26856059204328,55.0,8.909090909090908,55.0,55.0
73.0,1.0755279752017937,-0.2287241236893966,9.136363636363637,55.0,onshore,DK,45.844742693773824,50.13722998729352,-10.333529648071003,0.32766161610334354,55.045823389734394,43.221348799732404,5.92224345682432e-07,21.49007290818685,0.8173960618670767,0.10980526417071236,24,34.95873016570445,0.614806592464447,47.82394924261193,55.0,9.136363636363637,55.0,55.0
74.0,0.6307348631940697,1.2998382702240423,9.363636363636363,55.0,onshore,DK,45.844742693773824,50.13722998729352,-53.95975263838895,0.44363818574690517,185.8255314676786,35.9280926971676,1.0357119785120676e-06,5.7279989960528415,0.8087634219061787,0.11628404620755718,21,78.5849531560224,0.614806592464447,47.82394924261193,55.0,9.363636363636363,55.0,55.0
75.0,0.6652974377779024,1.2097226704275437,9.59090909090909,55.0,onshore,DK,45.844742693773824,50.13722998729352,-48.44816325665723,1.0811777358105756,331.75981072735806,76.66405981749341,5.722561751312475e-07,3.1493724630233615,0.7921359217357853,0.12735948498196872,21,73.94968239481858,0.5117066502571106,71.62638958139394,55.0,9.59090909090909,55.0,55.0
76.0,0.8293936648477832,0.5957771221592693,9.818181818181818,55.0,onshore,DK,45.844742693773824,50.13722998729352,40.1388386966397,0.5564753417588648,202.88336610423437,54.33248370632847,-7.104314286376149e-07,1.1821552323149003,0.7863883548308271,0.13983768355110476,24,-22.12904711070057,0.3631665110588074,66.30749815156533,55.0,9.818181818181818,55.0,55.0
77.0,0.7450552351940836,0.6585049290970415,10.045454545454545,55.0,onshore,DK,45.844742693773824,50.13722998729352,-9.08304635928917,0.2622814395644275,116.2022601673635,32.11016005450203,6.24604229443631e-07,2.978548473110408,0.7965244056540479,0.12071136499187615,24,27.26929664927097,0.3099326491355896,30.603907655277744,55.0,10.045454545454545,55.0,55.0
